frontend/src/features/policy/__tests__/concurrent-save.test.tsx	d9eb60cdaa0f055def42154b927e7576f9e530e951703bed6b8b9f4d011b0722	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/policy/__tests__/list-editing.test.tsx	6beb8b1b0291f8ba72babe4bd78013fce56f5d40f00aa4a266f4de190fe36d5d	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/policy/__tests__/managed-group-selection.test.tsx	32cb2e9bd33cde02c33ccd848be4d37bb915da25b7b6859596c40d95c05c1f8d	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/policy/__tests__/navigation.test.tsx	305bc06f71e0b0602d12efd75201c3ecaffd766df715139c7e6b1bea2c31e2a7	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/policy/__tests__/platform-selection.test.tsx	1f1420e6242f32ff95c220c91d009979a4b445db769276cb04b3c7163d911d67	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/policy/__tests__/refresh-retention.test.tsx	7c9943bb5ffba70200bd9d599111ee0a81437ca8dab639103fbf93657b11c78f	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/policy/__tests__/scheduling-policy-page.test.tsx	7990f58e3e87a888e3519f87b4ff44a6213634dee66c0569ab6ab5ee13cec9d3	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/policy/__tests__/scoring-windows.test.tsx	8cb960f100326fff717b25b8bfc42a3a6731a77f9d64b30f4639925e0aaef220	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/policy/components/policy-category-navigation.tsx	674a50484a6e64fd60f975165a905b2ad756104e0641abdcfed65cb08c445e61	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/apply-confirmation.test.tsx	ec0636d92ccf0b2ef4ba806e7869b6636e1816808a61c64f5a4c50f4e048e818	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/catalog-actions.test.tsx	7bde7fe4abcb68cb7db651e5657cd1f809b56537036993b0751dba7688880cd3	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/catalog-layout.test.tsx	6e7055ff32f6b124627cd1e1f4e117ba72b9e41a0e7c8b4f7caf707d40b1f593	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/catalog-loading.test.tsx	8f87bd47574c501d6368cfdf426b85ccb7d4e7abcbc4249f2ab453ebcf282334	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/config-loading.test.tsx	892a2b9dbe6cc7efcdb52a91e2453d0119e36d236069ac744ac6541e69382381	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/cost-tiers.test.tsx	da5b74f4b936231c0cf9b9891540f04f134dd9b822df5a4a1ec79e54b8a93ea8	fixed	价格草稿与精确十进制回归；140项模块测试/typecheck/涉及文件ESLint通过
frontend/src/features/pricing/components/__tests__/draft-retention.test.tsx	71fc0187a3aecd9cb1d2aa20c2a90f77b0f8d24b19b3ff3a10e021733aa329c8	fixed	价格草稿与精确十进制回归；140项模块测试/typecheck/涉及文件ESLint通过
frontend/src/features/pricing/components/__tests__/loading.test.tsx	981f4c7e41e627dcc03170f2fc9c8c79ddeca0fa3e4ab10eacdd3c47e6533ef9	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/minimum-settings.test.tsx	cb7ffb5f6ddb83b40aae322842384286513c96c9ed93701b70a860b4f3b49d70	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/pricing-page.test.tsx	b152a5c01db8c837f1de7d66a46f72736360beb15ccc86c4d6985185ea0ca4f3	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/query-errors.test.tsx	b6a582d87159f3b3ec08627cb268cfc865bd04fc21ec49daea73cc1fc078a6c7	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/revenue-analysis-page.test.ts	5a6534dc5448ef85a9d0b1add064252f34b56d08da9e9ae698690b867ef7a502	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/revenue-fixtures.ts	900ed24c9104990e019e404e6b891b30d6e29a048e2cbf18aca56e896575c8c4	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/revenue-layout.test.tsx	68b09571d0a98903e6a9b273511d729377b951264a5b8e517af4c3ebceef01c6	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/__tests__/selection.test.tsx	8834397d3eb78ebc61a088d8c7a9614bc127c49eb621cfb3e027fc27348171af	fixed	价格草稿与精确十进制回归；140项模块测试/typecheck/涉及文件ESLint通过
frontend/src/features/pricing/components/__tests__/settings-panel.test.tsx	87e94b080cb4b9e5662e0576798cdb1a1235a8e56fb1de99b25d5fa3aaf45f40	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/group-minimum-field.tsx	0b5e31a75ba3874c92e7b47f8a1e3388ff44a38f20365f28414d4b8cc0ee0158	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/pricing-catalog-actions.tsx	9d31afb10f857c2d6f4308599be6f4418cf69498af7a33f1b045023a43e13a1e	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/pricing-config-layout.tsx	21fc622c3f726210d34ea824f5c2a359d234b585382198e854bcc8ad05417177	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/pricing-config-skeleton.tsx	68dd7be357f773e479c50f80dc720e3c962532fa584deafbb5a0984c669d6915	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/pricing-page.tsx	bc4a5c42af3edeaf5fefa26f2c842451c8a2104ef595a864b3f16ae2d8b8e3d9	fixed	价格草稿与精确十进制回归；140项模块测试/typecheck/涉及文件ESLint通过
frontend/src/features/pricing/components/pricing-settings-panel.tsx	a00da28f1d9102d5e8531e734eabb74372b81cd477fa825e9cdec2455d40dc31	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/pricing-table-skeleton.tsx	ca1b29173dc98ae400fbdf310041fdab93be9dd04e8707f14a8b4a175c5b25e3	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/revenue-analysis-page.tsx	3d98069f03ed84d262daa7463c9f3935ce16a3d682b406c271591af7ddf7e963	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/components/revenue-view-navigation.tsx	401332f0ddbbb1add17275fd4ade78098aa559f41d6869bcda0e737292f2507d	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/lib/__tests__/minimum-validation.test.ts	76614bb612f66ce12a06622edb1ef3f46f5794542b76a4735e0247099de168b5	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/pricing/lib/account-costs.ts	89a8a9363f4cef3a251f65dd30710f6c3ef1d09aa364ee9267a9edd3824bd8d5	fixed	价格草稿与精确十进制回归；140项模块测试/typecheck/涉及文件ESLint通过
frontend/src/features/pricing/lib/group-minimum.ts	65b634aec5bb8e37d51cdf45fd8cc18af70e09f19784bc7b4ccd0df5b6ec7a52	fixed	价格草稿与精确十进制回归；140项模块测试/typecheck/涉及文件ESLint通过
frontend/src/features/pricing/lib/pricing-decimal.ts	7591ae8b59866d6418ddaf0a4e8459d6a895b309d3fbdf4e6f59a751ad54ecc2	fixed	价格草稿与精确十进制回归；140项模块测试/typecheck/涉及文件ESLint通过
frontend/src/features/pricing/types.ts	24c6eebefb2e06a1426f6928d98aa4053d2abdcc3b7d43fd2646314f320fef0f	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/traffic-ranking/__tests__/traffic-ranking-page.test.tsx	882b60c35669db251ba8f4d3af0734ed869dc2ae626fe9907bcde19535f202fa	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/traffic-ranking/components/traffic-ranking-page.tsx	22d6b93625a3a8b69d956fc49e3d9c049e5c63ea58133034894a151f1021f189	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
frontend/src/features/traffic-ranking/lib/traffic-ranking.ts	92a81e54561003b3c2326cb64eaf8adab2ae547340218bb4739fc8c69009470e	reviewed	逐行审查完成：查询状态、数据边界、交互及现有回归；价格精度与草稿修复另记
