frontend/src/features/uptime-kuma/components/__tests__/config-form.test.tsx	de6ba0cd7127375376ebc3ce1f12d07b40f23a898445633f4a1c4123a01b87c5	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/dictionary-render.tsx	faa182270c7d3e01a6dda2ac50d50fae9cf0fb5fd7e40f5075fec93c2c5bf037	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/fixtures.ts	d8f5eed323f6adf1e7e80ffce406cb590097a49cbef0f597ebae48badd653b28	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/group-form.test.tsx	e82f3deda9ac3b61f6c4b91b0f67a119d7e16fb60bd24f0e5a517bbf8f624911	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/grouping.test.tsx	d418a133c3ee7ac860b3f1a36f36f0cd9a206dafdb331cb76e7f3980537266ea	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/loading.test.tsx	beca7955445a3eafcd317feeda5f6bcb7e61eae131aeb70c3876fa4f71541f80	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/maintenance-dates.test.tsx	6b5e345407091c0ef574d0107cb9163d52cc3834614c90e17dfdd99874ae25fe	fixed	维护日期数组项无效时展示中文字段错误并同步aria-invalid；合法日期提交及非法分隔/范围/类型回归
frontend/src/features/uptime-kuma/components/__tests__/monitor-form.test.tsx	1caf0a02a09aa7ffe46de77d2a8fc218879839cbe2e03261c602f1f708785d66	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/monitor-loading.test.tsx	b0cadc104590494ebfac2eeb307e4997edbd57dd5027a3be07c86f9e0434c94a	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/monitor-row.test.tsx	45c13e4109a705cee431243089f0ded0ac545134a0a50165ab7f148942e7e868	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/monitor-template-retention.test.tsx	81f2ed79a1ab69f34edfbd6f42f7b92557dd27179a614a9f51bb20b898b14111	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/page.test.tsx	54a1566fb16991d04e968f0599214bf425715d551a579f7c57d313a82dfd0146	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/push-url-loading.test.tsx	53e2b9b047dfea56427f2ff2d5e249a5d0c66f5df2261fe4add66d747e02301f	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/query-errors.test.tsx	e3b16d8fe9e50ddf4493f6cc01b4b3b198ed4e75974d09abd39f614597a3faaa	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/resource-editor-loading.test.tsx	fce9620bfafd956b552a525d482a4b2aa64b319f15e1585fe43b7f0b3b03b7fd	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/status-page-fixtures.ts	47955bcc0d8241817a053968b759aa0bc8463ab3af71205d2059fe4a92f39493	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/status-page-ordering.test.tsx	b377deb73c28ed0c27fb7c43e4a8490e6eb6825e8f798e3b0261bd94c437abd8	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/template-json-editor.test.tsx	54e6fbb1c2119be8615b0ca98e082921df64dba0c56733c4358b869968d65baa	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
frontend/src/features/uptime-kuma/components/__tests__/template-loading.test.tsx	7cc36d1da9713aba2b6d17c8c2db39df813b6fe794ebf69840dbb66cb97bc0f4	reviewed	逐文件审查了查询缓存、任务生命周期、资源及模板表单、请求协议和对应回归测试；确认问题另行标记修复
